"siteID","date","Year","Month","Tmin","Tmax","Tavg","P"
"Bosque Humedo","1987-09-01",1987,9,23.15,28.35,25.75,236.26
"Naranjo Carbonal","1987-09-01",1987,9,25.15,29.55,27.35,177.53
"Cacao Sendero Circular","1987-09-01",1987,9,17.85,23.75,20.8,284.72
"Gongora","1987-09-01",1987,9,21.05,27.25,24.15,251.08
"Rincon 1000","1987-09-01",1987,9,18.25,24.85,21.55,315.26
"Rincon 1200","1987-09-01",1987,9,17.05,23.55,20.3,324.64
"Maritza","1987-09-01",1987,9,21.25,27.05,24.15,249.22
"Pitilla","1987-09-01",1987,9,20.75,25.95,23.35,339.26
"Rancho Harold","1987-09-01",1987,9,20.25,26.45,23.35,260.79
"Cacao Arenales","1987-10-01",1987,10,18.35,23.65,21,285.8
"Bosque Humedo","1987-10-01",1987,10,22.75,27.45,25.1,210.01
"Naranjo Carbonal","1987-10-01",1987,10,24.75,28.65,26.7,158.8
"Cacao Sendero Circular","1987-10-01",1987,10,17.45,22.75,20.1,290.89
"Gongora","1987-10-01",1987,10,20.65,26.25,23.45,257.12
"Rincon 1000","1987-10-01",1987,10,17.85,23.85,20.85,376.2
"Rincon 1200","1987-10-01",1987,10,16.65,22.45,19.55,384.61
"Maritza","1987-10-01",1987,10,20.95,26.05,23.5,242.8
"Pitilla","1987-10-01",1987,10,20.45,25.05,22.75,347.44
"Rancho Harold","1987-10-01",1987,10,19.95,25.45,22.7,268.3
"Cacao Arenales","1987-11-01",1987,11,18.25,24.25,21.25,129.93
"Bosque Humedo","1987-11-01",1987,11,22.95,28.15,25.55,45.17
"Naranjo Carbonal","1987-11-01",1987,11,24.95,29.35,27.15,23.13
"Cacao Sendero Circular","1987-11-01",1987,11,17.35,23.25,20.3,134.58
"Gongora","1987-11-01",1987,11,20.75,26.95,23.85,98.36
"Rincon 1000","1987-11-01",1987,11,17.85,24.35,21.1,189.94
"Rincon 1200","1987-11-01",1987,11,16.65,22.95,19.8,201.15
"Maritza","1987-11-01",1987,11,20.95,26.65,23.8,98.01
"Pitilla","1987-11-01",1987,11,20.35,25.55,22.95,185.34
"Rancho Harold","1987-11-01",1987,11,19.95,26.15,23.05,109.35
"Cacao Arenales","1987-12-01",1987,12,18.35,24.55,21.45,88.65
"Bosque Humedo","1987-12-01",1987,12,22.75,28.35,25.55,23
"Naranjo Carbonal","1987-12-01",1987,12,24.75,29.45,27.1,9.09
"Cacao Sendero Circular","1987-12-01",1987,12,17.45,23.65,20.55,92.49
"Gongora","1987-12-01",1987,12,20.65,27.25,23.95,63.55
"Rincon 1000","1987-12-01",1987,12,17.95,24.55,21.25,128.38
"Rincon 1200","1987-12-01",1987,12,16.75,23.25,20,140.32
"Maritza","1987-12-01",1987,12,20.75,26.85,23.8,65.05
"Pitilla","1987-12-01",1987,12,20.15,25.65,22.9,134.5
"Rancho Harold","1987-12-01",1987,12,19.95,26.45,23.2,71.95
"Cacao Arenales","1988-01-01",1988,1,17.85,24.75,21.3,84.24
"Bosque Humedo","1988-01-01",1988,1,22.15,28.45,25.3,14.79
"Naranjo Carbonal","1988-01-01",1988,1,24.05,29.45,26.75,4.31
"Cacao Sendero Circular","1988-01-01",1988,1,17.05,23.85,20.45,87.99
"Gongora","1988-01-01",1988,1,20.15,27.45,23.8,57.96
"Rincon 1000","1988-01-01",1988,1,17.55,24.85,21.2,128.53
"Rincon 1200","1988-01-01",1988,1,16.35,23.55,19.95,142.58
"Maritza","1988-01-01",1988,1,20.25,26.85,23.55,58.23
"Pitilla","1988-01-01",1988,1,19.65,25.65,22.65,129.54
"Rancho Harold","1988-01-01",1988,1,19.45,26.65,23.05,66.81
"Cacao Arenales","1988-02-01",1988,2,18.15,25.45,21.8,49.96
"Bosque Humedo","1988-02-01",1988,2,22.45,29.05,25.75,8.59
"Naranjo Carbonal","1988-02-01",1988,2,24.25,29.85,27.05,2.17
"Cacao Sendero Circular","1988-02-01",1988,2,17.35,24.55,20.95,52.23
"Gongora","1988-02-01",1988,2,20.55,28.15,24.35,34.32
"Rincon 1000","1988-02-01",1988,2,17.85,25.35,21.6,79.52
"Rincon 1200","1988-02-01",1988,2,16.75,24.05,20.4,87.03
"Maritza","1988-02-01",1988,2,20.55,27.55,24.05,34.85
"Pitilla","1988-02-01",1988,2,19.85,26.25,23.05,76.02
"Rancho Harold","1988-02-01",1988,2,19.75,27.35,23.55,39.65
"Cacao Arenales","1988-03-01",1988,3,17.75,26.75,22.25,10.13
"Bosque Humedo","1988-03-01",1988,3,22.45,30.25,26.35,1.84
"Naranjo Carbonal","1988-03-01",1988,3,24.45,30.75,27.6,0.62
"Cacao Sendero Circular","1988-03-01",1988,3,16.75,25.75,21.25,10.66
"Gongora","1988-03-01",1988,3,20.35,29.75,25.05,6.74
"Rincon 1000","1988-03-01",1988,3,17.35,26.75,22.05,15.54
"Rincon 1200","1988-03-01",1988,3,16.05,25.25,20.65,17.16
"Maritza","1988-03-01",1988,3,20.35,29.15,24.75,7.47
"Pitilla","1988-03-01",1988,3,19.65,27.65,23.65,16.47
"Rancho Harold","1988-03-01",1988,3,19.55,28.85,24.2,7.81
"Cacao Arenales","1988-04-01",1988,4,18.05,28.65,23.35,22.86
"Bosque Humedo","1988-04-01",1988,4,23.05,31.75,27.4,22.42
"Naranjo Carbonal","1988-04-01",1988,4,25.25,31.85,28.55,18.32
"Cacao Sendero Circular","1988-04-01",1988,4,16.95,27.55,22.25,23.57
"Gongora","1988-04-01",1988,4,20.85,31.85,26.35,20.57
"Rincon 1000","1988-04-01",1988,4,17.45,28.85,23.15,19.96
"Rincon 1200","1988-04-01",1988,4,16.05,27.15,21.6,20.62
"Maritza","1988-04-01",1988,4,20.95,31.25,26.1,21.3
"Pitilla","1988-04-01",1988,4,20.35,29.65,25,26.57
"Rancho Harold","1988-04-01",1988,4,19.95,30.85,25.4,21.14
"Cacao Arenales","1988-05-01",1988,5,18.95,26.55,22.75,250.39
"Bosque Humedo","1988-05-01",1988,5,23.55,29.75,26.65,221.57
"Naranjo Carbonal","1988-05-01",1988,5,25.45,30.15,27.8,180.98
"Cacao Sendero Circular","1988-05-01",1988,5,18.05,25.55,21.8,251.28
"Gongora","1988-05-01",1988,5,21.65,29.35,25.5,248.63
"Rincon 1000","1988-05-01",1988,5,18.65,26.35,22.5,333.08
"Rincon 1200","1988-05-01",1988,5,17.35,24.95,21.15,330.02
"Maritza","1988-05-01",1988,5,21.75,29.25,25.5,215.25
"Pitilla","1988-05-01",1988,5,21.15,27.85,24.5,237.43
"Rancho Harold","1988-05-01",1988,5,20.75,28.55,24.65,250.95
"Cacao Arenales","1988-06-01",1988,6,18.35,24.35,21.35,499.09
"Bosque Humedo","1988-06-01",1988,6,22.65,27.55,25.1,449.18
"Naranjo Carbonal","1988-06-01",1988,6,24.45,28.35,26.4,348.14
"Cacao Sendero Circular","1988-06-01",1988,6,17.45,23.45,20.45,506.08
"Gongora","1988-06-01",1988,6,20.75,26.95,23.85,474.05
"Rincon 1000","1988-06-01",1988,6,17.85,24.45,21.15,548.87
"Rincon 1200","1988-06-01",1988,6,16.65,23.15,19.9,558.57
"Maritza","1988-06-01",1988,6,20.95,26.75,23.85,447.45
"Pitilla","1988-06-01",1988,6,20.45,25.75,23.1,543.64
"Rancho Harold","1988-06-01",1988,6,19.95,26.15,23.05,483.78
"Cacao Arenales","1988-07-01",1988,7,18.65,23.75,21.2,245.24
"Bosque Humedo","1988-07-01",1988,7,22.75,27.25,25,157.1
"Naranjo Carbonal","1988-07-01",1988,7,24.45,28.35,26.4,105.13
"Cacao Sendero Circular","1988-07-01",1988,7,17.75,22.85,20.3,252.23
"Gongora","1988-07-01",1988,7,20.85,26.25,23.55,208.8
"Rincon 1000","1988-07-01",1988,7,18.25,23.75,21,291.32
"Rincon 1200","1988-07-01",1988,7,17.15,22.55,19.85,303.3
"Maritza","1988-07-01",1988,7,21.05,26.05,23.55,212.77
"Pitilla","1988-07-01",1988,7,20.45,25.05,22.75,324.26
"Rancho Harold","1988-07-01",1988,7,20.15,25.45,22.8,221.34
"Cacao Arenales","1988-08-01",1988,8,18.05,23.55,20.8,552.94
"Bosque Humedo","1988-08-01",1988,8,22.15,26.65,24.4,443.1
"Naranjo Carbonal","1988-08-01",1988,8,23.95,27.45,25.7,340.64
"Cacao Sendero Circular","1988-08-01",1988,8,17.25,22.65,19.95,559.6
"Gongora","1988-08-01",1988,8,20.35,25.95,23.15,529.86
"Rincon 1000","1988-08-01",1988,8,17.65,23.75,20.7,640.25
"Rincon 1200","1988-08-01",1988,8,16.45,22.55,19.5,652.66
"Maritza","1988-08-01",1988,8,20.55,25.85,23.2,489.56
"Pitilla","1988-08-01",1988,8,20.15,25.05,22.6,600.55
"Rancho Harold","1988-08-01",1988,8,19.65,25.25,22.45,539.92
"Cacao Arenales","1988-09-01",1988,9,18.15,23.15,20.65,508.1
"Bosque Humedo","1988-09-01",1988,9,22.15,26.15,24.15,452.75
"Naranjo Carbonal","1988-09-01",1988,9,23.95,27.05,25.5,364.55
"Cacao Sendero Circular","1988-09-01",1988,9,17.35,22.35,19.85,512.61
"Gongora","1988-09-01",1988,9,20.35,25.45,22.9,494
"Rincon 1000","1988-09-01",1988,9,17.75,23.35,20.55,605.59
"Rincon 1200","1988-09-01",1988,9,16.65,22.15,19.4,608.26
"Maritza","1988-09-01",1988,9,20.55,25.35,22.95,450.81
"Pitilla","1988-09-01",1988,9,20.15,24.65,22.4,532.12
"Rancho Harold","1988-09-01",1988,9,19.65,24.75,22.2,501.08
"Cacao Arenales","1988-10-01",1988,10,18.05,23.15,20.6,626.45
"Bosque Humedo","1988-10-01",1988,10,22.25,26.65,24.45,541.94
"Naranjo Carbonal","1988-10-01",1988,10,24.15,27.65,25.9,423.03
"Cacao Sendero Circular","1988-10-01",1988,10,17.25,22.35,19.8,635.98
"Gongora","1988-10-01",1988,10,20.35,25.75,23.05,591.73
"Rincon 1000","1988-10-01",1988,10,17.75,23.35,20.55,660.02
"Rincon 1200","1988-10-01",1988,10,16.65,22.15,19.4,668.29
"Maritza","1988-10-01",1988,10,20.55,25.45,23,571.17
"Pitilla","1988-10-01",1988,10,20.05,24.55,22.3,684.75
"Rancho Harold","1988-10-01",1988,10,19.65,24.95,22.3,605.58
"Cacao Arenales","1988-11-01",1988,11,17.95,23.25,20.6,149.87
"Bosque Humedo","1988-11-01",1988,11,22.15,26.75,24.45,77.46
"Naranjo Carbonal","1988-11-01",1988,11,24.05,27.85,25.95,44.3
"Cacao Sendero Circular","1988-11-01",1988,11,17.05,22.35,19.7,154.12
"Gongora","1988-11-01",1988,11,20.15,25.75,22.95,124.75
"Rincon 1000","1988-11-01",1988,11,17.55,23.45,20.5,193.88
"Rincon 1200","1988-11-01",1988,11,16.35,22.15,19.25,201.53
"Maritza","1988-11-01",1988,11,20.35,25.55,22.95,125.69
"Pitilla","1988-11-01",1988,11,19.85,24.55,22.2,203.26
"Rancho Harold","1988-11-01",1988,11,19.45,25.05,22.25,133.66
"Cacao Arenales","1988-12-01",1988,12,17.55,22.35,19.95,277.65
"Bosque Humedo","1988-12-01",1988,12,21.75,26.05,23.9,71.15
"Naranjo Carbonal","1988-12-01",1988,12,23.55,27.25,25.4,24.17
"Cacao Sendero Circular","1988-12-01",1988,12,16.75,21.45,19.1,289.33
"Gongora","1988-12-01",1988,12,19.85,24.85,22.35,197.88
"Rincon 1000","1988-12-01",1988,12,17.35,22.35,19.85,376.63
"Rincon 1200","1988-12-01",1988,12,16.25,21.15,18.7,406.47
"Maritza","1988-12-01",1988,12,19.85,24.45,22.15,207.9
"Pitilla","1988-12-01",1988,12,19.25,23.45,21.35,412
"Rancho Harold","1988-12-01",1988,12,19.15,24.05,21.6,224.78
"Cacao Arenales","1989-01-01",1989,1,17.55,23.35,20.45,152
"Bosque Humedo","1989-01-01",1989,1,21.75,26.85,24.3,28.51
"Naranjo Carbonal","1989-01-01",1989,1,23.35,27.95,25.65,7.34
"Cacao Sendero Circular","1989-01-01",1989,1,16.85,22.45,19.65,159.36
"Gongora","1989-01-01",1989,1,19.85,25.85,22.85,104.17
"Rincon 1000","1989-01-01",1989,1,17.35,23.55,20.45,210.31
"Rincon 1200","1989-01-01",1989,1,16.25,22.25,19.25,231.88
"Maritza","1989-01-01",1989,1,19.85,25.35,22.6,109.51
"Pitilla","1989-01-01",1989,1,19.15,24.25,21.7,234.93
"Rancho Harold","1989-01-01",1989,1,19.15,25.05,22.1,120.08
"Cacao Arenales","1989-02-01",1989,2,17.05,23.75,20.4,49.57
"Bosque Humedo","1989-02-01",1989,2,21.05,27.15,24.1,9.83
"Naranjo Carbonal","1989-02-01",1989,2,22.75,27.85,25.3,2.6
"Cacao Sendero Circular","1989-02-01",1989,2,16.15,22.95,19.55,52.82
"Gongora","1989-02-01",1989,2,19.25,26.35,22.8,32.29
"Rincon 1000","1989-02-01",1989,2,16.75,23.95,20.35,54.65
"Rincon 1200","1989-02-01",1989,2,15.55,22.65,19.1,62.32
"Maritza","1989-02-01",1989,2,19.25,25.85,22.55,39.01
"Pitilla","1989-02-01",1989,2,18.55,24.65,21.6,84.4
"Rancho Harold","1989-02-01",1989,2,18.55,25.55,22.05,37.55
"Cacao Arenales","1989-03-01",1989,3,16.65,25.85,21.25,19.84
"Bosque Humedo","1989-03-01",1989,3,21.05,29.05,25.05,4.08
"Naranjo Carbonal","1989-03-01",1989,3,22.95,29.35,26.15,1.39
"Cacao Sendero Circular","1989-03-01",1989,3,15.65,24.75,20.2,20.79
"Gongora","1989-03-01",1989,3,19.15,28.75,23.95,13.71
"Rincon 1000","1989-03-01",1989,3,16.25,26.05,21.15,30.2
"Rincon 1200","1989-03-01",1989,3,14.95,24.55,19.75,32.41
"Maritza","1989-03-01",1989,3,19.25,28.15,23.7,14.6
"Pitilla","1989-03-01",1989,3,18.65,26.65,22.65,32.14
"Rancho Harold","1989-03-01",1989,3,18.35,27.95,23.15,15.77
"Cacao Arenales","1989-04-01",1989,4,18.15,27.25,22.7,26.94
"Bosque Humedo","1989-04-01",1989,4,22.65,30.65,26.65,4.73
"Naranjo Carbonal","1989-04-01",1989,4,24.55,31.15,27.85,1.38
"Cacao Sendero Circular","1989-04-01",1989,4,17.25,26.25,21.75,28.33
"Gongora","1989-04-01",1989,4,20.65,30.15,25.4,18.23
"Rincon 1000","1989-04-01",1989,4,17.75,27.25,22.5,38.27
"Rincon 1200","1989-04-01",1989,4,16.45,25.85,21.15,41.61
"Maritza","1989-04-01",1989,4,20.75,29.55,25.15,19.93
"Pitilla","1989-04-01",1989,4,20.05,28.05,24.05,42.26
"Rancho Harold","1989-04-01",1989,4,19.85,29.25,24.55,21.1
"Cacao Arenales","1989-05-01",1989,5,18.25,26.15,22.2,196.61
"Bosque Humedo","1989-05-01",1989,5,23.15,29.75,26.45,132.79
"Naranjo Carbonal","1989-05-01",1989,5,25.15,30.45,27.8,96.36
"Cacao Sendero Circular","1989-05-01",1989,5,17.25,25.05,21.15,198.63
"Gongora","1989-05-01",1989,5,21.05,29.15,25.1,183.59
"Rincon 1000","1989-05-01",1989,5,17.95,26.05,22,251.94
"Rincon 1200","1989-05-01",1989,5,16.55,24.55,20.55,251.6
"Maritza","1989-05-01",1989,5,21.15,28.75,24.95,163.02
"Pitilla","1989-05-01",1989,5,20.45,27.35,23.9,218.19
"Rancho Harold","1989-05-01",1989,5,20.15,28.25,24.2,189.67
"Cacao Arenales","1989-06-01",1989,6,18.55,24.75,21.65,276.82
"Bosque Humedo","1989-06-01",1989,6,22.85,28.35,25.6,225.58
"Naranjo Carbonal","1989-06-01",1989,6,24.75,29.35,27.05,175.75
"Cacao Sendero Circular","1989-06-01",1989,6,17.75,23.85,20.8,283.4
"Gongora","1989-06-01",1989,6,20.95,27.35,24.15,245.55
"Rincon 1000","1989-06-01",1989,6,18.25,24.85,21.55,298.12
"Rincon 1200","1989-06-01",1989,6,17.05,23.45,20.25,309.36
"Maritza","1989-06-01",1989,6,21.05,27.05,24.05,245.88
"Pitilla","1989-06-01",1989,6,20.55,25.95,23.25,340.74
"Rancho Harold","1989-06-01",1989,6,20.25,26.55,23.4,256.48
"Cacao Arenales","1989-07-01",1989,7,18.55,24.05,21.3,226.99
"Bosque Humedo","1989-07-01",1989,7,22.85,27.85,25.35,126.4
"Naranjo Carbonal","1989-07-01",1989,7,24.85,29.05,26.95,78.2
"Cacao Sendero Circular","1989-07-01",1989,7,17.75,23.15,20.45,235.44
"Gongora","1989-07-01",1989,7,20.85,26.65,23.75,184.91
"Rincon 1000","1989-07-01",1989,7,18.35,24.05,21.2,234.36
"Rincon 1200","1989-07-01",1989,7,17.15,22.75,19.95,247.19
"Maritza","1989-07-01",1989,7,20.95,26.25,23.6,200.77
"Pitilla","1989-07-01",1989,7,20.45,25.25,22.85,321.21
"Rancho Harold","1989-07-01",1989,7,20.15,25.85,23,198.81
"Cacao Arenales","1989-08-01",1989,8,18.15,24.45,21.3,299.42
"Bosque Humedo","1989-08-01",1989,8,22.75,28.25,25.5,234.06
"Naranjo Carbonal","1989-08-01",1989,8,24.65,29.25,26.95,181.43
"Cacao Sendero Circular","1989-08-01",1989,8,17.25,23.55,20.4,303.26
"Gongora","1989-08-01",1989,8,20.65,27.25,23.95,275.08
"Rincon 1000","1989-08-01",1989,8,17.85,24.75,21.3,380.16
"Rincon 1200","1989-08-01",1989,8,16.65,23.35,20,387.08
"Maritza","1989-08-01",1989,8,20.85,26.85,23.85,253.01
"Pitilla","1989-08-01",1989,8,20.25,25.75,23,339.66
"Rancho Harold","1989-08-01",1989,8,19.85,26.35,23.1,285.48
"Cacao Arenales","1989-09-01",1989,9,18.15,23.65,20.9,433.47
"Bosque Humedo","1989-09-01",1989,9,22.35,26.75,24.55,384.52
"Naranjo Carbonal","1989-09-01",1989,9,24.15,27.65,25.9,316.63
"Cacao Sendero Circular","1989-09-01",1989,9,17.35,22.75,20.05,437.76
"Gongora","1989-09-01",1989,9,20.45,26.05,23.25,430.53
"Rincon 1000","1989-09-01",1989,9,17.65,23.85,20.75,512.7
"Rincon 1200","1989-09-01",1989,9,16.55,22.65,19.6,514.51
"Maritza","1989-09-01",1989,9,20.65,25.95,23.3,390.73
"Pitilla","1989-09-01",1989,9,20.25,25.05,22.65,447.06
"Rancho Harold","1989-09-01",1989,9,19.65,25.35,22.5,432.19
"Cacao Arenales","1989-10-01",1989,10,18.05,23.65,20.85,229.26
"Bosque Humedo","1989-10-01",1989,10,22.45,27.35,24.9,149.54
"Naranjo Carbonal","1989-10-01",1989,10,24.35,28.45,26.4,101.06
"Cacao Sendero Circular","1989-10-01",1989,10,17.25,22.75,20,234.27
"Gongora","1989-10-01",1989,10,20.45,26.25,23.35,201.34
"Rincon 1000","1989-10-01",1989,10,17.65,23.85,20.75,284.98
"Rincon 1200","1989-10-01",1989,10,16.55,22.55,19.55,293.96
"Maritza","1989-10-01",1989,10,20.65,25.95,23.3,194.81
"Pitilla","1989-10-01",1989,10,20.15,24.95,22.55,287.58
"Rancho Harold","1989-10-01",1989,10,19.75,25.45,22.6,211.61
"Cacao Arenales","1989-11-01",1989,11,18.35,23.45,20.9,232
"Bosque Humedo","1989-11-01",1989,11,22.55,27.15,24.85,152.13
"Naranjo Carbonal","1989-11-01",1989,11,24.55,28.35,26.45,95.12
"Cacao Sendero Circular","1989-11-01",1989,11,17.45,22.55,20,240.39
"Gongora","1989-11-01",1989,11,20.65,25.95,23.3,191.73
"Rincon 1000","1989-11-01",1989,11,18.05,23.55,20.8,246.11
"Rincon 1200","1989-11-01",1989,11,16.85,22.25,19.55,260.98
"Maritza","1989-11-01",1989,11,20.75,25.65,23.2,207.68
"Pitilla","1989-11-01",1989,11,20.25,24.65,22.45,316.82
"Rancho Harold","1989-11-01",1989,11,19.85,25.15,22.5,204.58
"Cacao Arenales","1989-12-01",1989,12,17.65,23.15,20.4,68.28
"Bosque Humedo","1989-12-01",1989,12,21.85,26.75,24.3,42.86
"Naranjo Carbonal","1989-12-01",1989,12,23.55,27.85,25.7,31.68
"Cacao Sendero Circular","1989-12-01",1989,12,16.85,22.35,19.6,71.07
"Gongora","1989-12-01",1989,12,19.85,25.65,22.75,54.85
"Rincon 1000","1989-12-01",1989,12,17.25,23.35,20.3,75.85
"Rincon 1200","1989-12-01",1989,12,16.15,22.15,19.15,80.86
"Maritza","1989-12-01",1989,12,20.05,25.25,22.65,61.26
"Pitilla","1989-12-01",1989,12,19.45,24.25,21.85,93.12
"Rancho Harold","1989-12-01",1989,12,19.15,24.85,22,58.95
"Cacao Arenales","1990-01-01",1990,1,18.15,24.05,21.1,115.15
"Bosque Humedo","1990-01-01",1990,1,22.25,27.55,24.9,20.12
"Naranjo Carbonal","1990-01-01",1990,1,23.95,28.65,26.3,5.11
"Cacao Sendero Circular","1990-01-01",1990,1,17.35,23.15,20.25,121.59
"Gongora","1990-01-01",1990,1,20.35,26.45,23.4,76.85
"Rincon 1000","1990-01-01",1990,1,17.95,24.05,21,156.24
"Rincon 1200","1990-01-01",1990,1,16.85,22.85,19.85,172.74
"Maritza","1990-01-01",1990,1,20.35,25.95,23.15,85.06
"Pitilla","1990-01-01",1990,1,19.65,24.85,22.25,192.05
"Rancho Harold","1990-01-01",1990,1,19.65,25.75,22.7,89.02
"Cacao Arenales","1990-02-01",1990,2,17.75,25.55,21.65,6.4
"Bosque Humedo","1990-02-01",1990,2,22.05,28.95,25.5,1.22
"Naranjo Carbonal","1990-02-01",1990,2,23.95,29.85,26.9,0.41
"Cacao Sendero Circular","1990-02-01",1990,2,16.95,24.65,20.8,7.02
"Gongora","1990-02-01",1990,2,20.05,28.15,24.1,3.69
"Rincon 1000","1990-02-01",1990,2,17.35,25.55,21.45,5.42
"Rincon 1200","1990-02-01",1990,2,16.25,24.25,20.25,6.61
"Maritza","1990-02-01",1990,2,20.15,27.65,23.9,5.51
"Pitilla","1990-02-01",1990,2,19.55,26.35,22.95,14.71
"Rancho Harold","1990-02-01",1990,2,19.35,27.35,23.35,4.44
"Cacao Arenales","1990-03-01",1990,3,18.15,26.45,22.3,54.45
"Bosque Humedo","1990-03-01",1990,3,22.55,29.85,26.2,9.55
"Naranjo Carbonal","1990-03-01",1990,3,24.35,30.45,27.4,2.4
"Cacao Sendero Circular","1990-03-01",1990,3,17.25,25.55,21.4,57.96
"Gongora","1990-03-01",1990,3,20.55,29.15,24.85,35.48
"Rincon 1000","1990-03-01",1990,3,17.85,26.55,22.2,64.3
"Rincon 1200","1990-03-01",1990,3,16.65,25.25,20.95,72.23
"Maritza","1990-03-01",1990,3,20.55,28.55,24.55,42.3
"Pitilla","1990-03-01",1990,3,19.85,27.15,23.5,92.39
"Rancho Harold","1990-03-01",1990,3,19.75,28.35,24.05,41.32
"Cacao Arenales","1990-04-01",1990,4,18.25,27.85,23.05,20.09
"Bosque Humedo","1990-04-01",1990,4,23.15,31.35,27.25,15.01
"Naranjo Carbonal","1990-04-01",1990,4,25.15,31.85,28.5,12.9
"Cacao Sendero Circular","1990-04-01",1990,4,17.25,26.75,22,20.67
"Gongora","1990-04-01",1990,4,21.05,30.95,26,17
"Rincon 1000","1990-04-01",1990,4,17.85,28.05,22.95,23.65
"Rincon 1200","1990-04-01",1990,4,16.45,26.55,21.5,24.72
"Maritza","1990-04-01",1990,4,21.15,30.35,25.75,16.59
"Pitilla","1990-04-01",1990,4,20.45,28.75,24.6,25.59
"Rancho Harold","1990-04-01",1990,4,20.15,30.05,25.1,18.02
"Cacao Arenales","1990-05-01",1990,5,19.05,26.75,22.9,273.95
"Bosque Humedo","1990-05-01",1990,5,23.65,30.25,26.95,233.45
"Naranjo Carbonal","1990-05-01",1990,5,25.55,30.95,28.25,177.69
"Cacao Sendero Circular","1990-05-01",1990,5,18.15,25.75,21.95,277.92
"Gongora","1990-05-01",1990,5,21.65,29.55,25.6,258.46
"Rincon 1000","1990-05-01",1990,5,18.75,26.65,22.7,291.39
"Rincon 1200","1990-05-01",1990,5,17.55,25.25,21.4,295.68
"Maritza","1990-05-01",1990,5,21.65,29.15,25.4,244.81
"Pitilla","1990-05-01",1990,5,21.05,27.85,24.45,294.68
"Rancho Harold","1990-05-01",1990,5,20.85,28.65,24.75,264.25
"Cacao Arenales","1990-06-01",1990,6,19.25,24.85,22.05,174.28
"Bosque Humedo","1990-06-01",1990,6,23.45,28.55,26,88.38
"Naranjo Carbonal","1990-06-01",1990,6,25.35,29.75,27.55,55.96
"Cacao Sendero Circular","1990-06-01",1990,6,18.45,23.95,21.2,180.37
"Gongora","1990-06-01",1990,6,21.55,27.35,24.45,140.48
"Rincon 1000","1990-06-01",1990,6,18.95,24.75,21.85,217.9
"Rincon 1200","1990-06-01",1990,6,17.85,23.45,20.65,227.58
"Maritza","1990-06-01",1990,6,21.65,27.05,24.35,146.95
"Pitilla","1990-06-01",1990,6,21.15,25.95,23.55,256.92
"Rancho Harold","1990-06-01",1990,6,20.85,26.55,23.7,152.27
"Cacao Arenales","1990-07-01",1990,7,18.65,24.35,21.5,251.62
"Bosque Humedo","1990-07-01",1990,7,23.05,28.25,25.65,124.86
"Naranjo Carbonal","1990-07-01",1990,7,24.95,29.45,27.2,75.44
"Cacao Sendero Circular","1990-07-01",1990,7,17.85,23.45,20.65,261.36
"Gongora","1990-07-01",1990,7,20.95,26.95,23.95,198.48
"Rincon 1000","1990-07-01",1990,7,18.35,24.35,21.35,303.11
"Rincon 1200","1990-07-01",1990,7,17.15,23.05,20.1,318.67
"Maritza","1990-07-01",1990,7,21.05,26.65,23.85,213.63
"Pitilla","1990-07-01",1990,7,20.55,25.45,23,376.69
"Rancho Harold","1990-07-01",1990,7,20.25,26.15,23.2,216.17
"Cacao Arenales","1990-08-01",1990,8,18.85,24.55,21.7,269.1
"Bosque Humedo","1990-08-01",1990,8,23.15,28.35,25.75,154.24
"Naranjo Carbonal","1990-08-01",1990,8,25.05,29.55,27.3,103.19
"Cacao Sendero Circular","1990-08-01",1990,8,18.05,23.75,20.9,277.49
"Gongora","1990-08-01",1990,8,21.15,27.25,24.2,221.46
"Rincon 1000","1990-08-01",1990,8,18.65,24.75,21.7,330.57
"Rincon 1200","1990-08-01",1990,8,17.45,23.45,20.45,342.99
"Maritza","1990-08-01",1990,8,21.25,26.75,24,226.84
"Pitilla","1990-08-01",1990,8,20.75,25.65,23.2,376.31
"Rancho Harold","1990-08-01",1990,8,20.45,26.45,23.45,238.08
"Cacao Arenales","1990-09-01",1990,9,18.35,24.55,21.45,255.53
"Bosque Humedo","1990-09-01",1990,9,22.95,28.45,25.7,217.82
"Naranjo Carbonal","1990-09-01",1990,9,24.95,29.55,27.25,166.03
"Cacao Sendero Circular","1990-09-01",1990,9,17.45,23.65,20.55,260.25
"Gongora","1990-09-01",1990,9,20.85,27.35,24.1,231.81
"Rincon 1000","1990-09-01",1990,9,18.05,24.85,21.45,308.82
"Rincon 1200","1990-09-01",1990,9,16.85,23.45,20.15,315.15
"Maritza","1990-09-01",1990,9,20.95,26.95,23.95,225.23
"Pitilla","1990-09-01",1990,9,20.45,25.85,23.15,299.46
"Rancho Harold","1990-09-01",1990,9,20.05,26.45,23.25,240.77
"Cacao Arenales","1990-10-01",1990,10,17.95,23.85,20.9,377.41
"Bosque Humedo","1990-10-01",1990,10,22.35,27.25,24.8,364.06
"Naranjo Carbonal","1990-10-01",1990,10,24.25,28.15,26.2,306.08
"Cacao Sendero Circular","1990-10-01",1990,10,17.15,22.95,20.05,381.14
"Gongora","1990-10-01",1990,10,20.35,26.45,23.4,367.61
"Rincon 1000","1990-10-01",1990,10,17.55,24.05,20.8,440.71
"Rincon 1200","1990-10-01",1990,10,16.35,22.75,19.55,444.26
"Maritza","1990-10-01",1990,10,20.65,26.25,23.45,338.37
