"siteID","date","Year","Month","Tmin","Tmax","Tavg","P"
"Bosque Humedo","2009-02-01",2009,2,21.65,27.45,24.55,7.93
"Naranjo Carbonal","2009-02-01",2009,2,23.35,28.35,25.85,3.02
"Cacao Sendero Circular","2009-02-01",2009,2,16.75,23.05,19.9,33.56
"Gongora","2009-02-01",2009,2,19.85,26.45,23.15,20.99
"Rincon 1000","2009-02-01",2009,2,17.35,23.95,20.65,37.49
"Rincon 1200","2009-02-01",2009,2,16.25,22.65,19.45,42.57
"Maritza","2009-02-01",2009,2,19.75,25.95,22.85,24.54
"Pitilla","2009-02-01",2009,2,19.05,24.65,21.85,54.19
"Rancho Harold","2009-02-01",2009,2,19.05,25.75,22.4,24.23
"Cacao Arenales","2009-03-01",2009,3,17.55,25.65,21.6,23.32
"Bosque Humedo","2009-03-01",2009,3,21.85,28.95,25.4,7.11
"Naranjo Carbonal","2009-03-01",2009,3,23.45,29.35,26.4,3.91
"Cacao Sendero Circular","2009-03-01",2009,3,16.65,24.75,20.7,24.62
"Gongora","2009-03-01",2009,3,19.85,28.35,24.1,16.22
"Rincon 1000","2009-03-01",2009,3,17.25,25.75,21.5,28.02
"Rincon 1200","2009-03-01",2009,3,16.05,24.35,20.2,31.25
"Maritza","2009-03-01",2009,3,19.85,27.85,23.85,18.18
"Pitilla","2009-03-01",2009,3,19.15,26.25,22.7,39.27
"Rancho Harold","2009-03-01",2009,3,19.15,27.55,23.35,18.41
"Cacao Arenales","2009-04-01",2009,4,18.25,27.25,22.75,15.05
"Bosque Humedo","2009-04-01",2009,4,22.75,30.55,26.65,9.56
"Naranjo Carbonal","2009-04-01",2009,4,24.75,31.05,27.9,6.79
"Cacao Sendero Circular","2009-04-01",2009,4,17.35,26.35,21.85,15.5
"Gongora","2009-04-01",2009,4,20.75,30.15,25.45,13.11
"Rincon 1000","2009-04-01",2009,4,17.85,27.35,22.6,16.04
"Rincon 1200","2009-04-01",2009,4,16.55,25.85,21.2,17.26
"Maritza","2009-04-01",2009,4,20.85,29.65,25.25,12.98
"Pitilla","2009-04-01",2009,4,20.15,28.05,24.1,20.54
"Rancho Harold","2009-04-01",2009,4,19.95,29.25,24.6,13.67
"Cacao Arenales","2009-05-01",2009,5,18.65,26.45,22.55,167.49
"Bosque Humedo","2009-05-01",2009,5,23.55,30.05,26.8,148.86
"Naranjo Carbonal","2009-05-01",2009,5,25.55,30.85,28.2,121.62
"Cacao Sendero Circular","2009-05-01",2009,5,17.75,25.35,21.55,169.9
"Gongora","2009-05-01",2009,5,21.35,29.35,25.35,152.89
"Rincon 1000","2009-05-01",2009,5,18.35,26.25,22.3,204.82
"Rincon 1200","2009-05-01",2009,5,16.95,24.75,20.85,208.25
"Maritza","2009-05-01",2009,5,21.55,29.15,25.35,144.12
"Pitilla","2009-05-01",2009,5,20.85,27.75,24.3,188.73
"Rancho Harold","2009-05-01",2009,5,20.55,28.45,24.5,158.72
"Cacao Arenales","2009-06-01",2009,6,18.75,25.05,21.9,231.14
"Bosque Humedo","2009-06-01",2009,6,23.15,28.55,25.85,208.09
"Naranjo Carbonal","2009-06-01",2009,6,25.05,29.45,27.25,154.84
"Cacao Sendero Circular","2009-06-01",2009,6,17.85,24.05,20.95,235.87
"Gongora","2009-06-01",2009,6,21.05,27.65,24.35,211.8
"Rincon 1000","2009-06-01",2009,6,18.35,25.05,21.7,248.06
"Rincon 1200","2009-06-01",2009,6,17.15,23.75,20.45,255.98
"Maritza","2009-06-01",2009,6,21.35,27.45,24.4,210
"Pitilla","2009-06-01",2009,6,20.75,26.35,23.55,260
"Rancho Harold","2009-06-01",2009,6,20.35,26.85,23.6,218.42
"Cacao Arenales","2009-07-01",2009,7,19.25,24.05,21.65,215.51
"Bosque Humedo","2009-07-01",2009,7,23.35,27.75,25.55,176.92
"Naranjo Carbonal","2009-07-01",2009,7,25.25,29.05,27.15,141.64
"Cacao Sendero Circular","2009-07-01",2009,7,18.45,23.25,20.85,222.55
"Gongora","2009-07-01",2009,7,21.45,26.45,23.95,183.87
"Rincon 1000","2009-07-01",2009,7,18.95,24.05,21.5,223.42
"Rincon 1200","2009-07-01",2009,7,17.85,22.85,20.35,232.94
"Maritza","2009-07-01",2009,7,21.55,26.15,23.85,194.84
"Pitilla","2009-07-01",2009,7,21.05,25.15,23.1,283.74
"Rancho Harold","2009-07-01",2009,7,20.75,25.75,23.25,193.83
"Cacao Arenales","2009-08-01",2009,8,19.05,24.25,21.65,161.18
"Bosque Humedo","2009-08-01",2009,8,23.25,28.05,25.65,116.75
"Naranjo Carbonal","2009-08-01",2009,8,25.15,29.45,27.3,82.14
"Cacao Sendero Circular","2009-08-01",2009,8,18.25,23.35,20.8,166.74
"Gongora","2009-08-01",2009,8,21.25,26.75,24,135.1
"Rincon 1000","2009-08-01",2009,8,18.75,24.35,21.55,168.28
"Rincon 1200","2009-08-01",2009,8,17.65,23.05,20.35,176.07
"Maritza","2009-08-01",2009,8,21.45,26.45,23.95,145.78
"Pitilla","2009-08-01",2009,8,20.85,25.35,23.1,215.42
"Rancho Harold","2009-08-01",2009,8,20.55,25.95,23.25,143.59
"Cacao Arenales","2009-09-01",2009,9,18.95,24.65,21.8,257.56
"Bosque Humedo","2009-09-01",2009,9,23.35,28.45,25.9,241.9
"Naranjo Carbonal","2009-09-01",2009,9,25.25,29.65,27.45,189.59
"Cacao Sendero Circular","2009-09-01",2009,9,18.15,23.75,20.95,262.8
"Gongora","2009-09-01",2009,9,21.25,27.25,24.25,238.42
"Rincon 1000","2009-09-01",2009,9,18.65,24.85,21.75,267.59
"Rincon 1200","2009-09-01",2009,9,17.45,23.55,20.5,275.15
"Maritza","2009-09-01",2009,9,21.45,26.95,24.2,237.9
"Pitilla","2009-09-01",2009,9,20.95,25.95,23.45,297.82
"Rancho Harold","2009-09-01",2009,9,20.55,26.45,23.5,244.7
"Cacao Arenales","2009-10-01",2009,10,18.55,23.75,21.15,465.94
"Bosque Humedo","2009-10-01",2009,10,22.95,27.55,25.25,407.74
"Naranjo Carbonal","2009-10-01",2009,10,24.95,28.85,26.9,306.78
"Cacao Sendero Circular","2009-10-01",2009,10,17.65,22.85,20.25,476.25
"Gongora","2009-10-01",2009,10,20.85,26.35,23.6,419.7
"Rincon 1000","2009-10-01",2009,10,18.25,23.95,21.1,526.55
"Rincon 1200","2009-10-01",2009,10,17.05,22.65,19.85,543.38
"Maritza","2009-10-01",2009,10,21.05,26.05,23.55,422.04
"Pitilla","2009-10-01",2009,10,20.55,25.15,22.85,558.33
"Rancho Harold","2009-10-01",2009,10,20.15,25.55,22.85,435.84
"Cacao Arenales","2009-11-01",2009,11,18.65,23.25,20.95,138.45
"Bosque Humedo","2009-11-01",2009,11,22.75,26.85,24.8,117
"Naranjo Carbonal","2009-11-01",2009,11,24.55,28.05,26.3,95.01
"Cacao Sendero Circular","2009-11-01",2009,11,17.85,22.45,20.15,141.24
"Gongora","2009-11-01",2009,11,20.85,25.65,23.25,128.46
"Rincon 1000","2009-11-01",2009,11,18.25,23.45,20.85,155.83
"Rincon 1200","2009-11-01",2009,11,17.15,22.25,19.7,159.34
"Maritza","2009-11-01",2009,11,20.95,25.45,23.2,123.94
"Pitilla","2009-11-01",2009,11,20.45,24.55,22.5,164.56
"Rancho Harold","2009-11-01",2009,11,20.15,24.95,22.55,131.64
"Cacao Arenales","2009-12-01",2009,12,18.45,24.35,21.4,98.23
"Bosque Humedo","2009-12-01",2009,12,22.85,28.15,25.5,26.71
"Naranjo Carbonal","2009-12-01",2009,12,24.75,29.35,27.05,10.86
"Cacao Sendero Circular","2009-12-01",2009,12,17.65,23.45,20.55,104.92
"Gongora","2009-12-01",2009,12,20.75,26.85,23.8,65.25
"Rincon 1000","2009-12-01",2009,12,18.15,24.45,21.3,99.86
"Rincon 1200","2009-12-01",2009,12,16.95,23.15,20.05,111.99
"Maritza","2009-12-01",2009,12,20.85,26.55,23.7,82.37
"Pitilla","2009-12-01",2009,12,20.25,25.35,22.8,174.77
"Rancho Harold","2009-12-01",2009,12,20.05,26.05,23.05,75.11
"Cacao Arenales","2010-01-01",2010,1,18.25,24.65,21.45,28.36
"Bosque Humedo","2010-01-01",2010,1,22.45,28.25,25.35,6.29
"Naranjo Carbonal","2010-01-01",2010,1,24.25,29.15,26.7,2.44
"Cacao Sendero Circular","2010-01-01",2010,1,17.45,23.85,20.65,30.22
"Gongora","2010-01-01",2010,1,20.45,27.15,23.8,18.57
"Rincon 1000","2010-01-01",2010,1,17.95,24.75,21.35,32
"Rincon 1200","2010-01-01",2010,1,16.85,23.55,20.2,36.22
"Maritza","2010-01-01",2010,1,20.45,26.75,23.6,22.2
"Pitilla","2010-01-01",2010,1,19.75,25.45,22.6,50.62
"Rancho Harold","2010-01-01",2010,1,19.75,26.45,23.1,21.54
"Cacao Arenales","2010-02-01",2010,2,18.95,26.65,22.8,6.83
"Bosque Humedo","2010-02-01",2010,2,23.35,30.05,26.7,2.77
"Naranjo Carbonal","2010-02-01",2010,2,25.15,30.75,27.95,1.71
"Cacao Sendero Circular","2010-02-01",2010,2,18.15,25.75,21.95,7.13
"Gongora","2010-02-01",2010,2,21.35,29.35,25.35,5.05
"Rincon 1000","2010-02-01",2010,2,18.55,26.75,22.65,9.2
"Rincon 1200","2010-02-01",2010,2,17.45,25.45,21.45,9.92
"Maritza","2010-02-01",2010,2,21.35,28.75,25.05,5.26
"Pitilla","2010-02-01",2010,2,20.75,27.35,24.05,10.48
"Rancho Harold","2010-02-01",2010,2,20.55,28.45,24.5,5.63
"Cacao Arenales","2010-03-01",2010,3,18.75,27.55,23.15,7.43
"Bosque Humedo","2010-03-01",2010,3,23.25,30.85,27.05,2.81
"Naranjo Carbonal","2010-03-01",2010,3,25.15,31.35,28.25,1.63
"Cacao Sendero Circular","2010-03-01",2010,3,17.95,26.65,22.3,7.78
"Gongora","2010-03-01",2010,3,21.15,30.35,25.75,5.54
"Rincon 1000","2010-03-01",2010,3,18.35,27.75,23.05,11.08
"Rincon 1200","2010-03-01",2010,3,17.15,26.35,21.75,11.94
"Maritza","2010-03-01",2010,3,21.25,29.85,25.55,5.66
"Pitilla","2010-03-01",2010,3,20.55,28.25,24.4,11.41
"Rancho Harold","2010-03-01",2010,3,20.45,29.55,25,6.18
"Cacao Arenales","2010-04-01",2010,4,19.25,27.85,23.55,201.29
"Bosque Humedo","2010-04-01",2010,4,24.05,31.35,27.7,188.78
"Naranjo Carbonal","2010-04-01",2010,4,25.95,31.75,28.85,146.09
"Cacao Sendero Circular","2010-04-01",2010,4,18.35,26.85,22.6,203.35
"Gongora","2010-04-01",2010,4,21.95,30.95,26.45,194.42
"Rincon 1000","2010-04-01",2010,4,18.95,27.85,23.4,218.89
"Rincon 1200","2010-04-01",2010,4,17.55,26.35,21.95,225.06
"Maritza","2010-04-01",2010,4,22.05,30.45,26.25,181.6
"Pitilla","2010-04-01",2010,4,21.35,28.85,25.1,200.32
"Rancho Harold","2010-04-01",2010,4,21.15,30.05,25.6,197.41
"Cacao Arenales","2010-05-01",2010,5,19.45,25.05,22.25,179.49
"Bosque Humedo","2010-05-01",2010,5,23.75,28.55,26.15,189.98
"Naranjo Carbonal","2010-05-01",2010,5,25.65,29.55,27.6,161.06
"Cacao Sendero Circular","2010-05-01",2010,5,18.65,24.15,21.4,182.76
"Gongora","2010-05-01",2010,5,21.85,27.55,24.7,171
"Rincon 1000","2010-05-01",2010,5,19.15,25.05,22.1,171.61
"Rincon 1200","2010-05-01",2010,5,18.05,23.75,20.9,178.73
"Maritza","2010-05-01",2010,5,21.95,27.35,24.65,168.94
"Pitilla","2010-05-01",2010,5,21.35,26.35,23.85,196.59
"Rancho Harold","2010-05-01",2010,5,21.05,26.85,23.95,173.32
"Cacao Arenales","2010-06-01",2010,6,19.25,24.45,21.85,321.51
"Bosque Humedo","2010-06-01",2010,6,23.25,27.75,25.5,300.08
"Naranjo Carbonal","2010-06-01",2010,6,25.05,28.75,26.9,232.07
"Cacao Sendero Circular","2010-06-01",2010,6,18.45,23.65,21.05,328.68
"Gongora","2010-06-01",2010,6,21.35,26.85,24.1,299.48
"Rincon 1000","2010-06-01",2010,6,18.85,24.65,21.75,312.63
"Rincon 1200","2010-06-01",2010,6,17.75,23.45,20.6,321.54
"Maritza","2010-06-01",2010,6,21.55,26.65,24.1,304.94
"Pitilla","2010-06-01",2010,6,21.15,25.75,23.45,369.85
"Rancho Harold","2010-06-01",2010,6,20.75,26.15,23.45,306.08
"Cacao Arenales","2010-07-01",2010,7,18.65,23.75,21.2,485.55
"Bosque Humedo","2010-07-01",2010,7,22.75,27.15,24.95,439.12
"Naranjo Carbonal","2010-07-01",2010,7,24.55,28.15,26.35,334.09
"Cacao Sendero Circular","2010-07-01",2010,7,17.85,22.95,20.4,491.97
"Gongora","2010-07-01",2010,7,20.85,26.15,23.5,469.46
"Rincon 1000","2010-07-01",2010,7,18.25,23.95,21.1,489.29
"Rincon 1200","2010-07-01",2010,7,17.15,22.75,19.95,494.94
"Maritza","2010-07-01",2010,7,21.05,26.05,23.55,451.04
"Pitilla","2010-07-01",2010,7,20.65,25.15,22.9,498.69
"Rancho Harold","2010-07-01",2010,7,20.15,25.45,22.8,475.58
"Cacao Arenales","2010-08-01",2010,8,18.65,23.85,21.25,520.52
"Bosque Humedo","2010-08-01",2010,8,22.75,27.15,24.95,586.68
"Naranjo Carbonal","2010-08-01",2010,8,24.55,28.05,26.3,503.84
"Cacao Sendero Circular","2010-08-01",2010,8,17.85,22.95,20.4,527.39
"Gongora","2010-08-01",2010,8,20.95,26.25,23.6,516.46
"Rincon 1000","2010-08-01",2010,8,18.25,24.05,21.15,491.74
"Rincon 1200","2010-08-01",2010,8,17.15,22.85,20,499.56
"Maritza","2010-08-01",2010,8,21.15,26.15,23.65,499.13
"Pitilla","2010-08-01",2010,8,20.65,25.25,22.95,520.46
"Rancho Harold","2010-08-01",2010,8,20.25,25.55,22.9,516.29
"Cacao Arenales","2010-09-01",2010,9,18.25,23.65,20.95,341.54
"Bosque Humedo","2010-09-01",2010,9,22.35,26.55,24.45,357.52
"Naranjo Carbonal","2010-09-01",2010,9,24.05,27.35,25.7,300.93
"Cacao Sendero Circular","2010-09-01",2010,9,17.45,22.75,20.1,344.93
"Gongora","2010-09-01",2010,9,20.45,25.95,23.2,336.53
"Rincon 1000","2010-09-01",2010,9,17.75,23.85,20.8,339.65
"Rincon 1200","2010-09-01",2010,9,16.65,22.65,19.65,344.82
"Maritza","2010-09-01",2010,9,20.75,25.85,23.3,318
"Pitilla","2010-09-01",2010,9,20.35,25.15,22.75,325.97
"Rancho Harold","2010-09-01",2010,9,19.75,25.25,22.5,338.3
"Cacao Arenales","2010-10-01",2010,10,17.85,23.35,20.6,153.32
"Bosque Humedo","2010-10-01",2010,10,22.55,27.25,24.9,140.47
"Naranjo Carbonal","2010-10-01",2010,10,24.55,28.35,26.45,112.39
"Cacao Sendero Circular","2010-10-01",2010,10,16.95,22.45,19.7,155.21
"Gongora","2010-10-01",2010,10,20.45,26.15,23.3,148.84
"Rincon 1000","2010-10-01",2010,10,17.35,23.65,20.5,166.22
"Rincon 1200","2010-10-01",2010,10,16.15,22.25,19.2,169.48
"Maritza","2010-10-01",2010,10,20.65,25.95,23.3,138.95
"Pitilla","2010-10-01",2010,10,20.15,25.05,22.6,164.73
"Rancho Harold","2010-10-01",2010,10,19.65,25.35,22.5,150.51
"Cacao Arenales","2010-11-01",2010,11,17.65,22.45,20.05,116.37
"Bosque Humedo","2010-11-01",2010,11,21.95,26.15,24.05,89.44
"Naranjo Carbonal","2010-11-01",2010,11,23.85,27.35,25.6,69.81
"Cacao Sendero Circular","2010-11-01",2010,11,16.85,21.65,19.25,119.06
"Gongora","2010-11-01",2010,11,19.95,25.05,22.5,102.89
"Rincon 1000","2010-11-01",2010,11,17.25,22.65,19.95,130.68
"Rincon 1200","2010-11-01",2010,11,16.15,21.45,18.8,134.7
"Maritza","2010-11-01",2010,11,20.15,24.75,22.45,101.47
"Pitilla","2010-11-01",2010,11,19.55,23.85,21.7,145.22
"Rancho Harold","2010-11-01",2010,11,19.25,24.25,21.75,107.5
"Cacao Arenales","2010-12-01",2010,12,16.75,22.05,19.4,15.94
"Bosque Humedo","2010-12-01",2010,12,21.05,25.85,23.45,4.71
"Naranjo Carbonal","2010-12-01",2010,12,22.95,27.05,25,2.17
"Cacao Sendero Circular","2010-12-01",2010,12,15.95,21.25,18.6,16.84
"Gongora","2010-12-01",2010,12,19.05,24.65,21.85,10.98
"Rincon 1000","2010-12-01",2010,12,16.35,22.15,19.25,19.51
"Rincon 1200","2010-12-01",2010,12,15.25,20.95,18.1,21.45
"Maritza","2010-12-01",2010,12,19.15,24.35,21.75,12.46
"Pitilla","2010-12-01",2010,12,18.55,23.25,20.9,26.54
"Rancho Harold","2010-12-01",2010,12,18.35,23.85,21.1,12.56
"Cacao Arenales","2011-01-01",2011,1,17.35,23.65,20.5,38.91
"Bosque Humedo","2011-01-01",2011,1,21.75,27.45,24.6,11.39
"Naranjo Carbonal","2011-01-01",2011,1,23.65,28.45,26.05,4.91
"Cacao Sendero Circular","2011-01-01",2011,1,16.55,22.65,19.6,41.26
"Gongora","2011-01-01",2011,1,19.75,26.35,23.05,26.51
"Rincon 1000","2011-01-01",2011,1,17.15,23.75,20.45,44.9
"Rincon 1200","2011-01-01",2011,1,15.95,22.45,19.2,50.12
"Maritza","2011-01-01",2011,1,19.85,25.85,22.85,31.24
"Pitilla","2011-01-01",2011,1,19.25,24.55,21.9,65.23
"Rancho Harold","2011-01-01",2011,1,19.05,25.55,22.3,30.33
"Cacao Arenales","2011-02-01",2011,2,17.85,24.75,21.3,35.14
"Bosque Humedo","2011-02-01",2011,2,22.25,28.45,25.35,9.31
"Naranjo Carbonal","2011-02-01",2011,2,24.05,29.45,26.75,3.62
"Cacao Sendero Circular","2011-02-01",2011,2,17.05,23.85,20.45,37.26
"Gongora","2011-02-01",2011,2,20.25,27.45,23.85,23.6
"Rincon 1000","2011-02-01",2011,2,17.65,24.75,21.2,40.73
"Rincon 1200","2011-02-01",2011,2,16.45,23.45,19.95,45.32
"Maritza","2011-02-01",2011,2,20.25,26.95,23.6,28.06
"Pitilla","2011-02-01",2011,2,19.55,25.55,22.55,60.4
"Rancho Harold","2011-02-01",2011,2,19.45,26.65,23.05,27.1
"Cacao Arenales","2011-03-01",2011,3,17.45,25.85,21.65,11.18
"Bosque Humedo","2011-03-01",2011,3,22.05,29.45,25.75,2.91
"Naranjo Carbonal","2011-03-01",2011,3,24.05,30.25,27.15,1.36
"Cacao Sendero Circular","2011-03-01",2011,3,16.65,24.85,20.75,11.8
"Gongora","2011-03-01",2011,3,19.95,28.75,24.35,7.55
"Rincon 1000","2011-03-01",2011,3,17.15,25.95,21.55,13.8
"Rincon 1200","2011-03-01",2011,3,15.95,24.45,20.2,15.19
"Maritza","2011-03-01",2011,3,20.05,28.15,24.1,8.7
"Pitilla","2011-03-01",2011,3,19.35,26.55,22.95,19.36
"Rancho Harold","2011-03-01",2011,3,19.15,27.85,23.5,8.69
"Cacao Arenales","2011-04-01",2011,4,17.75,27.15,22.45,9.13
"Bosque Humedo","2011-04-01",2011,4,22.85,30.95,26.9,5.77
"Naranjo Carbonal","2011-04-01",2011,4,25.05,31.55,28.3,4.37
"Cacao Sendero Circular","2011-04-01",2011,4,16.75,26.05,21.4,9.36
"Gongora","2011-04-01",2011,4,20.45,30.35,25.4,7.59
"Rincon 1000","2011-04-01",2011,4,17.25,27.25,22.25,14.4
"Rincon 1200","2011-04-01",2011,4,15.95,25.65,20.8,14.71
"Maritza","2011-04-01",2011,4,20.65,29.75,25.2,7.38
"Pitilla","2011-04-01",2011,4,20.05,28.05,24.05,12.09
"Rancho Harold","2011-04-01",2011,4,19.65,29.35,24.5,8.14
"Cacao Arenales","2011-05-01",2011,5,18.95,25.45,22.2,223.54
"Bosque Humedo","2011-05-01",2011,5,23.35,28.85,26.1,197.86
"Naranjo Carbonal","2011-05-01",2011,5,25.15,29.55,27.35,148.37
"Cacao Sendero Circular","2011-05-01",2011,5,18.05,24.55,21.3,226.22
"Gongora","2011-05-01",2011,5,21.35,28.15,24.75,213.11
"Rincon 1000","2011-05-01",2011,5,18.55,25.55,22.05,248.11
"Rincon 1200","2011-05-01",2011,5,17.35,24.15,20.75,251.45
"Maritza","2011-05-01",2011,5,21.45,27.85,24.65,199.34
"Pitilla","2011-05-01",2011,5,20.95,26.75,23.85,238.7
"Rancho Harold","2011-05-01",2011,5,20.65,27.35,24,217.35
"Cacao Arenales","2011-06-01",2011,6,18.85,24.25,21.55,234.61
"Bosque Humedo","2011-06-01",2011,6,23.05,27.75,25.4,227.14
"Naranjo Carbonal","2011-06-01",2011,6,24.85,28.75,26.8,182.89
"Cacao Sendero Circular","2011-06-01",2011,6,18.05,23.35,20.7,238.51
"Gongora","2011-06-01",2011,6,21.15,26.75,23.95,222.54
"Rincon 1000","2011-06-01",2011,6,18.55,24.45,21.5,243.13
"Rincon 1200","2011-06-01",2011,6,17.35,23.25,20.3,249.18
"Maritza","2011-06-01",2011,6,21.35,26.55,23.95,217.77
"Pitilla","2011-06-01",2011,6,20.85,25.65,23.25,255.18
"Rancho Harold","2011-06-01",2011,6,20.45,26.05,23.25,226.63
"Cacao Arenales","2011-07-01",2011,7,18.55,23.75,21.15,533.64
"Bosque Humedo","2011-07-01",2011,7,22.75,27.35,25.05,520.75
"Naranjo Carbonal","2011-07-01",2011,7,24.65,28.45,26.55,403.66
"Cacao Sendero Circular","2011-07-01",2011,7,17.65,22.85,20.25,545.79
"Gongora","2011-07-01",2011,7,20.85,26.25,23.55,499.08
"Rincon 1000","2011-07-01",2011,7,18.15,23.95,21.05,487.83
"Rincon 1200","2011-07-01",2011,7,16.95,22.65,19.8,502.11
"Maritza","2011-07-01",2011,7,21.05,26.05,23.55,510.23
"Pitilla","2011-07-01",2011,7,20.55,25.05,22.8,600.75
"Rancho Harold","2011-07-01",2011,7,20.05,25.45,22.75,508.53
"Cacao Arenales","2011-08-01",2011,8,18.45,24.35,21.4,425.26
"Bosque Humedo","2011-08-01",2011,8,22.85,27.85,25.35,413.54
"Naranjo Carbonal","2011-08-01",2011,8,24.75,28.85,26.8,326.07
"Cacao Sendero Circular","2011-08-01",2011,8,17.55,23.45,20.5,431.58
"Gongora","2011-08-01",2011,8,20.75,26.95,23.85,405.5
"Rincon 1000","2011-08-01",2011,8,18.05,24.55,21.3,416.18
"Rincon 1200","2011-08-01",2011,8,16.85,23.25,20.05,427.8
"Maritza","2011-08-01",2011,8,21.05,26.65,23.85,397.88
"Pitilla","2011-08-01",2011,8,20.55,25.75,23.15,437.33
"Rancho Harold","2011-08-01",2011,8,20.05,26.15,23.1,412.25
"Cacao Arenales","2011-09-01",2011,9,18.35,24.25,21.3,221.28
"Bosque Humedo","2011-09-01",2011,9,22.75,27.75,25.25,226.76
"Naranjo Carbonal","2011-09-01",2011,9,24.65,28.75,26.7,179.56
"Cacao Sendero Circular","2011-09-01",2011,9,17.55,23.35,20.45,225.85
"Gongora","2011-09-01",2011,9,20.75,26.85,23.8,207.62
"Rincon 1000","2011-09-01",2011,9,17.85,24.65,21.25,195.35
"Rincon 1200","2011-09-01",2011,9,16.75,23.25,20,201.47
"Maritza","2011-09-01",2011,9,20.95,26.55,23.75,214.65
"Pitilla","2011-09-01",2011,9,20.55,25.65,23.1,238.46
"Rancho Harold","2011-09-01",2011,9,19.95,26.05,23,211.66
"Cacao Arenales","2011-10-01",2011,10,17.65,22.45,20.05,858.67
"Bosque Humedo","2011-10-01",2011,10,22.05,26.05,24.05,980.7
"Naranjo Carbonal","2011-10-01",2011,10,23.95,27.15,25.55,874.19
"Cacao Sendero Circular","2011-10-01",2011,10,16.85,21.55,19.2,862.29
"Gongora","2011-10-01",2011,10,20.05,24.95,22.5,886.89
"Rincon 1000","2011-10-01",2011,10,17.35,22.75,20.05,802.64
"Rincon 1200","2011-10-01",2011,10,16.15,21.45,18.8,794.43
"Maritza","2011-10-01",2011,10,20.25,24.85,22.55,811.05
"Pitilla","2011-10-01",2011,10,19.85,24.05,21.95,778.22
"Rancho Harold","2011-10-01",2011,10,19.35,24.25,21.8,877.74
"Cacao Arenales","2011-11-01",2011,11,18.05,22.65,20.35,205.33
"Bosque Humedo","2011-11-01",2011,11,22.35,26.55,24.45,137
"Naranjo Carbonal","2011-11-01",2011,11,24.25,27.85,26.05,92.16
"Cacao Sendero Circular","2011-11-01",2011,11,17.15,21.75,19.45,213.68
"Gongora","2011-11-01",2011,11,20.35,25.15,22.75,166.53
"Rincon 1000","2011-11-01",2011,11,17.75,22.75,20.25,193.76
"Rincon 1200","2011-11-01",2011,11,16.55,21.45,19,206.35
"Maritza","2011-11-01",2011,11,20.45,24.95,22.7,188.33
"Pitilla","2011-11-01",2011,11,19.95,23.95,21.95,293.29
"Rancho Harold","2011-11-01",2011,11,19.65,24.45,22.05,178.5
"Cacao Arenales","2011-12-01",2011,12,17.85,22.45,20.15,55.91
"Bosque Humedo","2011-12-01",2011,12,21.95,26.15,24.05,24.19
"Naranjo Carbonal","2011-12-01",2011,12,23.75,27.45,25.6,13.5
"Cacao Sendero Circular","2011-12-01",2011,12,17.15,21.65,19.4,58.31
"Gongora","2011-12-01",2011,12,20.05,24.85,22.45,41.69
"Rincon 1000","2011-12-01",2011,12,17.65,22.55,20.1,69.1
"Rincon 1200","2011-12-01",2011,12,16.55,21.25,18.9,73.64
"Maritza","2011-12-01",2011,12,20.15,24.55,22.35,44.96
"Pitilla","2011-12-01",2011,12,19.55,23.55,21.55,82.53
"Rancho Harold","2011-12-01",2011,12,19.35,24.15,21.75,46.25
"Cacao Arenales","2012-01-01",2012,1,17.45,23.15,20.3,89.77
"Bosque Humedo","2012-01-01",2012,1,21.65,26.95,24.3,26.54
"Naranjo Carbonal","2012-01-01",2012,1,23.55,28.05,25.8,9.77
"Cacao Sendero Circular","2012-01-01",2012,1,16.65,22.25,19.45,95.62
"Gongora","2012-01-01",2012,1,19.75,25.75,22.75,60.3
"Rincon 1000","2012-01-01",2012,1,17.25,23.35,20.3,89.22
"Rincon 1200","2012-01-01",2012,1,16.15,22.05,19.1,100.83
"Maritza","2012-01-01",2012,1,19.75,25.25,22.5,75
"Pitilla","2012-01-01",2012,1,19.15,24.05,21.6,151.55
"Rancho Harold","2012-01-01",2012,1,19.05,24.95,22,68.96
"Cacao Arenales","2012-02-01",2012,2,17.75,24.45,21.1,38.56
"Bosque Humedo","2012-02-01",2012,2,22.05,28.05,25.05,9.61
"Naranjo Carbonal","2012-02-01",2012,2,23.75,29.05,26.4,3.32
"Cacao Sendero Circular","2012-02-01",2012,2,16.85,23.55,20.2,41.14
"Gongora","2012-02-01",2012,2,20.05,27.15,23.6,25.34
"Rincon 1000","2012-02-01",2012,2,17.45,24.55,21,40.66
"Rincon 1200","2012-02-01",2012,2,16.25,23.15,19.7,45.99
"Maritza","2012-02-01",2012,2,20.05,26.55,23.3,31.35
"Pitilla","2012-02-01",2012,2,19.35,25.15,22.25,68.4
"Rancho Harold","2012-02-01",2012,2,19.35,26.25,22.8,29.27
"Cacao Arenales","2012-03-01",2012,3,18.25,26.15,22.2,22.83
"Bosque Humedo","2012-03-01",2012,3,22.45,29.45,25.95,5.58
"Naranjo Carbonal","2012-03-01",2012,3,24.15,30.05,27.1,2.02
"Cacao Sendero Circular","2012-03-01",2012,3,17.45,25.25,21.35,24.47
"Gongora","2012-03-01",2012,3,20.55,28.75,24.65,14.84
"Rincon 1000","2012-03-01",2012,3,17.85,26.15,22,24.13
"Rincon 1200","2012-03-01",2012,3,16.75,24.85,20.8,27.6
"Maritza","2012-03-01",2012,3,20.55,28.15,24.35,18.65
